Episode,Kick_Speed,friction_patch,default_friction,loc_patch,size_patch,Rewards,Stop_Distance
357,35.0,0.49,0.7,44.18,20.27,-141.57,54.11
358,47.47,0.72,0.7,46.35,16.62,-43.03,27.21
359,39.43,0.63,0.7,37.0,30.55,-107.72,45.71
360,25.21,0.7,0.7,65.87,17.79,-285.54,80.36
361,57.82,0.93,0.7,53.53,21.02,-62.79,3.55
362,46.14,0.64,0.7,42.53,10.69,-52.85,28.87
363,36.75,0.74,0.7,80.56,14.74,-169.09,56.59
364,38.55,0.97,0.7,48.69,19.84,-144.19,54.35
365,39.5,0.54,0.7,52.17,14.28,-67.43,35.87
366,26.88,0.8,0.7,62.86,23.96,-309.37,76.84
367,40.92,0.62,0.7,46.62,24.23,-86.66,38.38
368,43.55,0.98,0.7,42.84,11.29,-71.26,41.46
369,41.09,0.79,0.7,40.27,17.51,-96.65,39.6
370,31.08,0.77,0.7,49.37,15.41,-233.48,66.68
371,34.73,0.53,0.7,64.02,19.05,-123.51,52.39
372,31.35,0.64,0.7,37.8,27.98,-235.74,66.84
373,27.92,0.72,0.7,32.27,25.62,-242.2,72.32
374,46.96,0.45,0.7,45.83,17.15,-13.45,15.71
375,31.74,0.67,0.7,42.74,15.09,-199.71,64.1
376,39.07,0.63,0.7,36.59,21.18,-115.01,46.49
377,23.5,0.85,0.7,40.99,18.39,-322.98,82.7
378,43.44,0.65,0.7,40.71,18.89,-97.89,39.75
379,25.56,0.65,0.7,49.22,15.98,-308.26,76.77
380,50.58,0.52,0.7,46.21,22.68,-79.97,3.17
381,25.69,0.62,0.7,74.93,23.72,-296.06,75.98
382,40.09,0.54,0.7,52.01,22.35,-64.89,40.64
383,45.55,0.63,0.7,38.55,26.49,-19.64,22.49
384,36.39,0.7,0.7,43.59,23.22,-174.65,57.07
385,40.24,0.63,0.7,56.6,18.18,-88.33,38.59
386,44.99,0.61,0.7,58.64,19.12,-36.52,26.02
387,31.43,0.62,0.7,67.25,24.03,-185.28,62.95
388,31.4,0.63,0.7,60.3,19.7,-191.57,63.46
389,52.19,0.99,0.7,41.76,15.56,-24.58,18.74
390,42.13,0.56,0.7,45.49,28.6,-35.06,30.9
391,61.85,0.62,0.7,44.84,23.91,-1055.64,-10.35
392,36.47,0.19,0.7,52.3,23.02,-18.98,22.33
393,63.38,0.79,0.7,32.02,19.55,-1065.57,-10.26
394,49.2,0.53,0.7,55.4,15.37,-1.77,11.07
395,39.03,0.67,0.7,53.91,21.78,-143.03,49.33
396,43.6,0.43,0.7,43.49,13.01,-33.76,30.67
397,24.92,0.67,0.7,44.48,25.98,-286.68,75.36
398,44.34,0.92,0.7,39.26,29.42,-93.23,39.19
399,56.98,0.39,0.7,41.05,21.39,-1059.74,-10.54
400,51.55,0.7,0.7,36.96,23.29,-25.75,4.94
401,39.97,0.65,0.7,33.64,25.85,-99.69,39.96
402,26.12,0.73,0.7,24.76,23.29,-278.78,74.83
403,59.0,0.72,0.7,62.74,21.12,-1044.79,-10.22
404,26.86,0.6,0.7,57.32,21.76,-257.83,73.41
405,14.66,0.95,0.7,47.8,18.77,-396.08,92.03
406,50.97,0.72,0.7,52.23,28.65,-6.26,13.17
407,41.32,0.71,0.7,41.36,17.3,-76.04,42.05
408,38.69,0.91,0.7,49.97,15.62,-121.57,52.19
409,47.1,0.69,0.7,66.53,21.21,-12.97,20.82
410,36.49,0.76,0.7,41.54,20.72,-126.08,52.64
411,25.0,0.64,0.7,46.66,25.52,-344.68,79.06
412,30.43,0.83,0.7,47.63,24.1,-276.25,69.74
413,52.31,0.92,0.7,55.06,18.56,-35.63,25.85
414,43.44,0.61,0.7,55.7,23.8,-57.68,29.64
415,39.85,0.69,0.7,56.37,21.8,-103.55,45.25
416,38.1,0.82,0.7,59.51,17.68,-157.52,55.57
417,51.59,0.65,0.7,40.65,14.18,0,6.79
418,48.37,0.64,0.7,45.2,12.81,-17.29,16.84
419,31.07,0.68,0.7,45.13,26.27,-235.55,66.83
420,40.15,0.86,0.7,47.09,9.99,-83.52,42.96
421,15.75,0.74,0.7,46.96,28.78,-399.18,92.2
422,45.16,0.66,0.7,50.17,26.81,-44.79,27.52
423,24.2,0.96,0.7,36.42,30.28,-303.45,81.49
424,38.3,0.65,0.7,49.87,19.2,-106.59,50.69
425,41.74,0.79,0.7,45.0,28.9,-78.76,42.39
426,42.29,0.85,0.7,63.95,14.12,-91.2,43.86
427,51.79,0.47,0.7,19.08,24.9,-1025.31,-5.59
428,37.62,0.87,0.7,49.53,20.26,-127.57,52.78
429,37.31,0.71,0.7,42.66,29.4,-111.89,51.23
430,28.91,0.75,0.7,58.55,14.94,-241.12,72.25
431,32.68,0.7,0.7,75.41,32.55,-164.66,61.25
432,38.18,0.94,0.7,51.83,15.2,-192.56,58.58
433,25.4,0.62,0.7,62.15,11.81,-320.22,77.53
434,23.85,0.59,0.7,38.77,15.39,-357.96,79.88
435,40.85,0.55,0.7,47.8,21.45,-48.35,33.08
436,24.9,0.53,0.7,33.18,18.55,-283.3,80.21
437,30.99,0.81,0.7,74.18,18.88,-269.61,69.28
438,48.91,0.62,0.7,49.26,23.6,-7.45,13.64
439,34.56,0.81,0.7,38.47,14.08,-187.4,58.15
440,50.69,0.85,0.7,62.43,31.19,-27.67,24.27
441,57.97,0.8,0.7,68.45,21.92,-1032.89,-6.14
