Episode,Kick_Speed,friction_patch,default_friction,loc_patch,size_patch,Rewards,Stop_Distance
420,36.01,0.82,0.7,36.14,17.88,-155.62,60.49
421,54.39,0.82,0.7,39.74,24.82,-16.05,16.49
422,34.79,0.84,0.7,55.59,19.05,-188.91,63.25
423,47.55,0.53,0.7,52.55,19.09,-21.03,17.85
424,54.04,0.68,0.7,50.54,15.21,-262.9,1.32
425,55.34,1.03,0.7,49.43,17.22,-4.99,12.63
426,33.41,0.57,0.7,45.04,17.34,-209.29,59.94
427,31.49,0.53,0.7,37.34,18.59,-276.07,69.73
428,30.47,0.68,0.7,43.38,20.82,-221.15,65.75
429,57.66,0.67,0.7,50.82,26.04,-1033.28,-4.92
430,30.83,0.55,0.7,38.22,22.57,-271.8,69.43
431,27.9,0.77,0.7,60.29,14.53,-279.04,74.85
432,58.65,0.74,0.7,50.08,19.69,0,5.1
433,37.97,0.69,0.7,66.24,17.19,-111.7,51.21
434,38.06,0.88,0.7,47.18,17.74,-123.28,52.36
435,24.81,0.76,0.7,49.57,17.98,-333.42,78.36
436,26.15,0.58,0.7,64.62,24.08,-288.54,75.48
437,37.07,0.42,0.7,71.96,19.34,-41.92,32.05
438,50.33,0.76,0.7,69.85,18.0,-13.86,15.84
439,37.66,0.67,0.7,60.3,12.21,-140.88,54.05
440,46.59,0.71,0.7,36.01,25.4,-24.48,23.59
